,candidate,cnpj,date,department,expense,partido,provider,sequential_id,value
2663,MILTON LEITE,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,DEM,CAMARA MUNICIPAL DE SÃO PAULO,250000011022.0,2101.17
2664,NOEMI NONATO,02.072.923/0001-84,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,789.01
2665,NOEMI NONATO,06.207.714/0001-51,2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6441.5
2666,NOEMI NONATO,67.002.329/0001-62,2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,931.54
2667,NOEMI NONATO,11.423.741/0001-00,2017-01-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,6937.0
2668,NOEMI NONATO,50.176.288/0001-28,2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2058.08
2669,NOEMI NONATO,02.072.923/0001-84,2017-02-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,914.92
2670,NOEMI NONATO,18.588.528/0001-99,2017-02-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PR,ARTE LU E RO GRAFICA EIRELI,250000022124.0,2140.56
2671,NOEMI NONATO,06.207.714/0001-51,2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6441.5
2672,NOEMI NONATO,67.002.329/0001-62,2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,931.54
2673,NOEMI NONATO,11.423.741/0001-00,2017-02-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,4955.0
2674,NOEMI NONATO,50.176.288/0001-28,2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2675,NOEMI NONATO,06.226.820/0001-82,2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,CENTER PAPEIS COMERCIAL LTDA.,250000022124.0,1772.2
2676,NOEMI NONATO,10.376.277/0001-77,2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,610.0
2677,NOEMI NONATO,02.072.923/0001-84,2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,974.77
2678,NOEMI NONATO,06.207.714/0001-51,2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2679,NOEMI NONATO,67.002.329/0001-62,2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,940.0
2680,NOEMI NONATO,11.423.741/0001-00,2017-03-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2681,NOEMI NONATO,67.002.329/0001-62,2017-03-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,3000.0
2682,NOEMI NONATO,50.176.288/0001-28,2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2683,NOEMI NONATO,19.367.661/0001-88,2017-03-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,1990.0
2684,NOEMI NONATO,02.072.923/0001-84,2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,255.0
2685,NOEMI NONATO,05.611.453/0001-78,2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PR,MAIS PUBLICIDADE BRASIL LTDA ME,250000022124.0,3900.0
2686,NOEMI NONATO,18.588.528/0001-99,2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PR,ARTE LU E RO GRAFICA EIRELI,250000022124.0,4000.0
2687,NOEMI NONATO,06.207.714/0001-51,2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2688,NOEMI NONATO,67.002.329/0001-62,2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,940.0
2689,NOEMI NONATO,11.423.741/0001-00,2017-04-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2690,NOEMI NONATO,50.176.288/0001-28,2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2691,NOEMI NONATO,19.367.661/0001-88,2017-04-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,1990.0
2692,NOEMI NONATO,06.226.820/0001-82,2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,CENTER PAPEIS COMERCIAL LTDA.,250000022124.0,2027.15
2693,NOEMI NONATO,02.072.923/0001-84,2017-05-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,1038.0
2694,NOEMI NONATO,06.207.714/0001-51,2017-05-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2695,NOEMI NONATO,67.002.329/0001-62,2017-05-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,940.0
2696,NOEMI NONATO,11.423.741/0001-00,2017-05-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2697,NOEMI NONATO,10.376.277/0001-77,2017-05-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,1450.0
2698,NOEMI NONATO,18.588.528/0001-99,2017-05-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PR,ARTE LU E RO GRAFICA EIRELI,250000022124.0,6525.0
2699,NOEMI NONATO,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2700,NOEMI NONATO,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,54.0
2701,NOEMI NONATO,19.367.661/0001-88,2017-05-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,1990.0
2702,NOEMI NONATO,02.072.923/0001-84,2017-06-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,986.1
2703,NOEMI NONATO,05.611.453/0001-78,2017-06-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PR,MAIS PUBLICIDADE BRASIL LTDA ME,250000022124.0,3900.0
2704,NOEMI NONATO,06.207.714/0001-51,2017-06-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2705,NOEMI NONATO,67.002.329/0001-62,2017-06-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,1500.0
2706,NOEMI NONATO,11.423.741/0001-00,2017-06-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2707,NOEMI NONATO,50.176.288/0001-28,2017-06-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2708,NOEMI NONATO,19.367.661/0001-88,2017-06-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,1990.0
2709,NOEMI NONATO,06.226.820/0001-82,2017-06-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,CENTER PAPEIS COMERCIAL LTDA.,250000022124.0,223.2
2710,NOEMI NONATO,02.072.923/0001-84,2017-07-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,845.11
2711,NOEMI NONATO,06.207.714/0001-51,2017-07-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2712,NOEMI NONATO,67.002.329/0001-62,2017-07-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,940.0
2713,NOEMI NONATO,11.423.741/0001-00,2017-07-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2714,NOEMI NONATO,50.176.288/0001-28,2017-07-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2715,NOEMI NONATO,19.367.661/0001-88,2017-07-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,1990.0
2716,NOEMI NONATO,10.376.277/0001-77,2017-07-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,1603.25
2717,NOEMI NONATO,02.072.923/0001-84,2017-08-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,1130.09
2718,NOEMI NONATO,06.207.714/0001-51,2017-08-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2719,NOEMI NONATO,67.002.329/0001-62,2017-08-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,940.0
2720,NOEMI NONATO,11.423.741/0001-00,2017-08-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2721,NOEMI NONATO,50.176.288/0001-28,2017-08-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2722,NOEMI NONATO,19.367.661/0001-88,2017-08-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,1990.0
2723,NOEMI NONATO,10.376.277/0001-77,2017-08-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,315.0
2724,NOEMI NONATO,02.072.923/0001-84,2017-09-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,1074.13
2725,NOEMI NONATO,10.376.277/0001-77,2017-09-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,2640.0
2726,NOEMI NONATO,06.207.714/0001-51,2017-09-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2727,NOEMI NONATO,67.002.329/0001-62,2017-09-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,940.0
2728,NOEMI NONATO,11.423.741/0001-00,2017-09-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2729,NOEMI NONATO,50.176.288/0001-28,2017-09-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,12.15
2730,NOEMI NONATO,50.176.288/0001-28,2017-09-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2731,NOEMI NONATO,19.367.661/0001-88,2017-09-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,2340.0
2732,NOEMI NONATO,19.367.661/0001-88,2017-09-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,4135.0
2733,NOEMI NONATO,10.376.277/0001-77,2017-09-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,2512.0
2734,NOEMI NONATO,02.072.923/0001-84,2017-10-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,863.07
2735,NOEMI NONATO,10.376.277/0001-77,2017-10-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,3570.0
2736,NOEMI NONATO,06.207.714/0001-51,2017-10-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2737,NOEMI NONATO,67.002.329/0001-62,2017-10-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,940.0
2738,NOEMI NONATO,11.423.741/0001-00,2017-10-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2739,NOEMI NONATO,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2740,NOEMI NONATO,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,6.0
2741,NOEMI NONATO,19.367.661/0001-88,2017-10-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,2340.0
2742,NOEMI NONATO,19.367.661/0001-88,2017-10-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,1811.5
2743,NOEMI NONATO,19.367.661/0001-88,2017-10-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,1920.0
2744,NOEMI NONATO,02.072.923/0001-84,2017-11-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,1148.09
2745,NOEMI NONATO,10.376.277/0001-77,2017-11-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,3916.0
2746,NOEMI NONATO,06.207.714/0001-51,2017-11-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2747,NOEMI NONATO,67.002.329/0001-62,2017-11-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,940.0
2748,NOEMI NONATO,11.423.741/0001-00,2017-11-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2749,NOEMI NONATO,50.176.288/0001-28,2017-11-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2750,NOEMI NONATO,19.367.661/0001-88,2017-11-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,2340.0
2751,NOEMI NONATO,06.226.820/0001-82,2017-11-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,CENTER PAPEIS COMERCIAL LTDA.,250000022124.0,193.45
2752,NOEMI NONATO,19.367.661/0001-88,2017-11-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,2050.0
2753,NOEMI NONATO,10.376.277/0001-77,2017-11-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,683.0
2754,NOEMI NONATO,02.072.923/0001-84,2017-12-01,GABINETE DE VEREADOR,COMBUSTIVEL,PR,CENTRO AUTOMOTIVO ALTEROSA LTDA,250000022124.0,973.17
2755,NOEMI NONATO,17.641.506/0001-82,2017-12-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PR,FCJN EDITORA E GRAFICA EIRELI ME,250000022124.0,7800.0
2756,NOEMI NONATO,06.207.714/0001-51,2017-12-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,MELO ROSA E SOUZA ADVOGADOS ASSOCIADOS,250000022124.0,6500.0
2757,NOEMI NONATO,67.002.329/0001-62,2017-12-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PR,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022124.0,940.0
2758,NOEMI NONATO,11.423.741/0001-00,2017-12-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PR,VIVIANE HELENA PEREIRA RESENDE,250000022124.0,5000.0
2759,NOEMI NONATO,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PR,CAMARA MUNICIPAL DE SÃO PAULO,250000022124.0,2101.17
2760,NOEMI NONATO,19.367.661/0001-88,2017-12-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,2695.0
2761,NOEMI NONATO,19.367.661/0001-88,2017-12-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PR,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000022124.0,2488.0
2762,NOEMI NONATO,10.376.277/0001-77,2017-12-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PR,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000022124.0,1354.4
2763,OTA,10.785.686/0001-27,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,497.23
2764,OTA,10.376.277/0001-77,2017-01-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSB,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000010999.0,268.38
2765,OTA,18.160.749/0001-61,2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2766,OTA,67.002.329/0001-62,2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,931.54
2767,OTA,50.176.288/0001-28,2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,8841.31
2768,OTA,50.176.288/0001-28,2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2058.08
2769,OTA,06.226.820/0001-82,2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,CENTER PAPEIS COMERCIAL LTDA.,250000010999.0,439.8
2770,OTA,10.376.277/0001-77,2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSB,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000010999.0,221.4
2771,OTA,66.970.229/0001-67,2017-01-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,190.99
2772,OTA,10.785.686/0001-27,2017-02-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSB,M MARTINEZ COMBUSTIVEIS ME,250000010999.0,631.97
2773,OTA,07.489.168/0001-51,2017-02-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSB,IDEIAS SOLUÇÕES ARTES GRÁFICAS LTDA ME,250000010999.0,3022.55
2774,OTA,18.588.528/0001-99,2017-02-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSB,ARTE LU E RO GRAFICA EIRELI,250000010999.0,297.3
2775,OTA,18.160.749/0001-61,2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,"KLEMP , DE PAULA SOCIEDADE DE ADVOGADOS",250000010999.0,6000.0
2776,OTA,67.002.329/0001-62,2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSB,WORK LINE SYSTEM INFORMÁTICA LTDA,250000010999.0,1999.88
2777,OTA,50.176.288/0001-28,2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,124.5
2778,OTA,50.176.288/0001-28,2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSB,CAMARA MUNICIPAL DE SÃO PAULO,250000010999.0,2101.17
2779,OTA,19.367.661/0001-88,2017-02-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSB,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,250000010999.0,600.0
2780,OTA,66.970.229/0001-67,2017-02-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSB,NEXTEL TELECOMUNICAÇÕES LTDA,250000010999.0,220.68
2781,OTA,04.067.191/0001-60,2017-03-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,EDITORA GLOBO S/A,250000010999.0,358.8
2782,OTA,60.579.703/0031-63,2017-03-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSB,EMPRESA FOLHA DA MANHÃ S.A.,250000010999.0,1139.4
