,date,candidate,department,expense,value,provider,CNPJ,sequential_id
2070,2017-09-01,JOSÉ POLICE NETO,GABINETE DE VEREADOR,TELEFONE MOVEL,571.6,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020837
2071,2017-10-01,JOSÉ POLICE NETO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,148.61,BETA GRAPHICS COMERCIO E SERVIÇO GRAFICO LTDA,05.728.417/0001-99,250000020837
2072,2017-10-01,JOSÉ POLICE NETO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,3.6,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000020837
2073,2017-10-01,JOSÉ POLICE NETO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33,250000020837
2074,2017-10-01,JOSÉ POLICE NETO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,183.55,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000020837
2075,2017-10-01,JOSÉ POLICE NETO,GABINETE DE VEREADOR,TELEFONE MOVEL,569.99,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000020837
2076,2017-01-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,5566.4,ARTES GRAFICAS ENTRELINHAS LTDA,10.748.852/0001-15,250000022086
2077,2017-01-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2078,2017-01-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1486.5,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2079,2017-01-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2058.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2080,2017-01-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2081,2017-01-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2082,2017-01-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,2292.95,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
2083,2017-01-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE FIXO,44.54,CLARO S.A.,40.432.544/0001-47,250000022086
2084,2017-01-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE MOVEL,517.63,CLARO S.A.,40.432.544/0001-47,250000022086
2085,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,415.9,EDITORA CONFIANÇA LTDA.,04.735.670/0001-07,250000022086
2086,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,89.1,EDITORA CAROS AMIGOS LTDA,08.254.606/0001-65,250000022086
2087,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,1026.9,EMPRESA FOLHA DA MANHÃ S.A.,60.579.703/0031-63,250000022086
2088,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2089,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,4955.0,JEOMARK ROBERTO DE OLIVEIRA SILVA,13.695.108/0001-98,250000022086
2090,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,3468.5,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2091,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,44.07,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2092,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2093,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2094,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2095,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,764.4,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
2096,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE FIXO,44.54,CLARO S.A.,40.432.544/0001-47,250000022086
2097,2017-02-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE MOVEL,550.44,CLARO S.A.,40.432.544/0001-47,250000022086
2098,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMBUSTIVEL,1395.91,AUTO POSTO CABO DA COLINA LTDA,03.802.836/0001-06,250000022086
2099,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,3000.0,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2100,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,5000.0,TH GRAPHICS IMPRESSÔES A LASER - EIRELI - ME,17.908.877/0001-88,250000022086
2101,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2102,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,JEOMARK ROBERTO DE OLIVEIRA SILVA,13.695.108/0001-98,250000022086
2103,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2400.0,CARDOSO E SILVA FARIA SOCIEDADE DE ADVOGADOS,27.120.457/0001-96,250000022086
2104,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,137.19,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2105,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2106,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2107,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2108,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,748.35,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
2109,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE FIXO,44.48,CLARO S.A.,40.432.544/0001-47,250000022086
2110,2017-03-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE MOVEL,558.28,CLARO S.A.,40.432.544/0001-47,250000022086
2111,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMBUSTIVEL,1355.58,AUTO POSTO CABO DA COLINA LTDA,03.802.836/0001-06,250000022086
2112,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4600.0,ARTES GRAFICAS ENTRELINHAS LTDA,10.748.852/0001-15,250000022086
2113,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2114,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,JEOMARK ROBERTO DE OLIVEIRA SILVA,13.695.108/0001-98,250000022086
2115,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2400.0,CARDOSO E SILVA FARIA SOCIEDADE DE ADVOGADOS,27.120.457/0001-96,250000022086
2116,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,3500.0,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2117,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,69.83,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2118,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2119,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2120,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2121,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1444.3,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
2122,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE FIXO,44.54,CLARO S.A.,40.432.544/0001-47,250000022086
2123,2017-04-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE MOVEL,558.14,CLARO S.A.,40.432.544/0001-47,250000022086
2124,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMBUSTIVEL,1523.92,AUTO POSTO CABO DA COLINA LTDA,03.802.836/0001-06,250000022086
2125,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4500.0,TH GRAPHICS IMPRESSÔES A LASER - EIRELI - ME,17.908.877/0001-88,250000022086
2126,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,385.0,RPF ARTES VISUAIS LTDA,54.929.773/0001-86,250000022086
2127,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2128,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,JEOMARK ROBERTO DE OLIVEIRA SILVA,13.695.108/0001-98,250000022086
2129,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2400.0,CARDOSO E SILVA FARIA SOCIEDADE DE ADVOGADOS,27.120.457/0001-96,250000022086
2130,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,3500.0,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2131,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,73.45,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2132,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2133,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2134,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2135,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,802.35,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
2136,2017-05-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE MOVEL,557.65,CLARO S.A.,40.432.544/0001-47,250000022086
2137,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMBUSTIVEL,1638.73,AUTO POSTO CABO DA COLINA LTDA,03.802.836/0001-06,250000022086
2138,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7550.0,TH GRAPHICS IMPRESSÔES A LASER - EIRELI - ME,17.908.877/0001-88,250000022086
2139,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2140,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,JEOMARK ROBERTO DE OLIVEIRA SILVA,13.695.108/0001-98,250000022086
2141,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,3500.0,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2142,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2143,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2144,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2145,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,826.15,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
2146,2017-06-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE MOVEL,599.5,CLARO S.A.,40.432.544/0001-47,250000022086
2147,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMBUSTIVEL,298.34,AUTO POSTO CABO DA COLINA LTDA,03.802.836/0001-06,250000022086
2148,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,3260.0,ARTES GRAFICAS ENTRELINHAS LTDA,10.748.852/0001-15,250000022086
2149,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2150,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,JEOMARK ROBERTO DE OLIVEIRA SILVA,13.695.108/0001-98,250000022086
2151,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1750.0,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2152,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,3266.48,CAMILA CRISTINA FURCHI 29818251865,15.686.221/0001-32,250000022086
2153,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2154,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),9.36,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2155,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2156,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2157,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,314.5,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
2158,2017-07-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE MOVEL,405.98,CLARO S.A.,40.432.544/0001-47,250000022086
2159,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMBUSTIVEL,1653.89,POSTO DE SERVIÇOS CCS LTDA,52.661.501/0001-12,250000022086
2160,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,650.0,AZ ARTES GRAFICAS E EDITORA LTDA,00.893.009/0001-79,250000022086
2161,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6250.0,TH GRAPHICS IMPRESSÔES A LASER - EIRELI - ME,17.908.877/0001-88,250000022086
2162,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2163,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,JEOMARK ROBERTO DE OLIVEIRA SILVA,13.695.108/0001-98,250000022086
2164,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2400.0,CARDOSO E SILVA FARIA SOCIEDADE DE ADVOGADOS,27.120.457/0001-96,250000022086
2165,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1750.0,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2166,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,585.0,VALDITE MOREIRA RIBEIRO - ME,51.208.478/0001-42,250000022086
2167,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,7.62,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2168,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2169,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2170,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2171,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1390.6,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
2172,2017-08-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE MOVEL,481.67,CLARO S.A.,40.432.544/0001-47,250000022086
2173,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMBUSTIVEL,1324.48,POSTO DE SERVIÇOS CCS LTDA,52.661.501/0001-12,250000022086
2174,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7200.0,TH GRAPHICS IMPRESSÔES A LASER - EIRELI - ME,17.908.877/0001-88,250000022086
2175,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2176,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,JEOMARK ROBERTO DE OLIVEIRA SILVA,13.695.108/0001-98,250000022086
2177,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2400.0,CARDOSO E SILVA FARIA SOCIEDADE DE ADVOGADOS,27.120.457/0001-96,250000022086
2178,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1750.0,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2179,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,3500.0,CAMILA CRISTINA FURCHI 29818251865,15.686.221/0001-32,250000022086
2180,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2181,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2182,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2183,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,969.95,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
2184,2017-09-01,JULIANA CARDOSO,GABINETE DE VEREADOR,TELEFONE MOVEL,475.07,CLARO S.A.,40.432.544/0001-47,250000022086
2185,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMBUSTIVEL,1872.59,POSTO DE SERVIÇOS CCS LTDA,52.661.501/0001-12,250000022086
2186,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7200.0,TH GRAPHICS IMPRESSÔES A LASER - EIRELI - ME,17.908.877/0001-88,250000022086
2187,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,599.9,VIZION GESTÃO DE NEGOCIOS EMPRESARIAIS LTDA,07.979.987/0001-87,250000022086
2188,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2400.0,CARDOSO E SILVA FARIA SOCIEDADE DE ADVOGADOS,27.120.457/0001-96,250000022086
2189,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1750.0,HELENICE SOARES CABETE BIAVA,14.685.078/0001-00,250000022086
2190,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,3500.0,CAMILA CRISTINA FURCHI 29818251865,15.686.221/0001-32,250000022086
2191,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,12.25,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2192,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2193,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),1.04,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022086
2194,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,MPL COMPANY S/C LTDA - ME,02.734.547/0001-46,250000022086
2195,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,950.0,GEEKTECH COM. DE EQUIP. P/ INFORMATICA LTDA ME,07.914.099/0001-86,250000022086
2196,2017-10-01,JULIANA CARDOSO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1364.3,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000022086
